mission,label,reason
"AS PART OF ITS EFFORTS TO EDUCATE THE PUBLIC ABOUT THE LIFE AND TIMES OF GENERAL HENRY KNOX, THE MUSEUM SPONSORS MANY EVENTS EACH YEAR.DURING 2019, THE MUSEUM PRESENTED A SERIES OF EVENTS DESIGNED TO INTRODUCE ASPECTS OF 18TH AND 19TH CENTURY HISTORY AND CULTURE, AS WELL AS EVENTS DESIGNED TO HONOR GENERAL KNOXS LEGACY OF SERVICE, BOTH MILITARY AND PUBLIC, IN A CONTEMPORARY VEIN. OUR ANNUAL BOOTS ON THE GROUND COMMEMORATION FEATURED WINONA FRITZ, A RETIRED ARMY NURSE WITH EXTENSIVE POST-MILITARY EXPERIENCE WITH VETERANS. NUMEROUS LOCAL VETERAN AND OTHER GROUPS PARTICIPATED. WE ALSO SPONSORED A SERIES OF LECTURES BY LOCAL EXPERTS, AUTHORS, AND OTHERS TO ILLUMINATE TOPICS IN US HISTORY. THE MUSEUM WELCOMED HISTORY AT PLAY TO GIVE A PRESENTATION ON DEBORAH SAMPSON, A WOMAN WHO FOUGHT IN THE REVOLUTION AND RECEIVED A MILITARY PENSION AS A RESULT. THE MUSEUM WELCOMED ARCHITECT AND AUTHOR GIL SCHAFER, AN EXPERT ON THE INTERPRETATION OF TRADITIONAL ARCHITECTURE IN CURRENT TIMES. THE MUSEUM CONTINUED ITS WORK TO PRESERVE MONTPELIER, A NATIONAL REGISTER OF HISTORIC PLACES PROPERTY, AS WELL AS THE CONSERVATION OF ITS SIGNIFICANT COLLECTION OF 18TH CENTURY OBJECTS. THE MUSEUM REVAMPED ITS COLLECTIONS RECORDS AND DATABASE THIS YEAR AND REDOCUMENTED THE COLLECTIONS IN UPGRADED SOFTWARE. IN ADDITION, THE MUSEUM REVIEWED ITS COLLECTIONS TO ENSURE THE APPROPRIATENESS OF EACH ITEM. WE ARE ALSO UNDERTAKING A COMPREHENSIVE SURVEY OF THE CONSERVATION NEEDS OF OUR BUILDINGS AND DEVELOPING A PLAN TO ADDRESS DEFICIENCIES. THE MUSEUM ALSO BEGAN A DEACCESSION PLAN THAT WILL CULMINATE IN A PUBLIC AUCTION OF DEACCESSIONED ITEMS, THE PROCEEDS OF WHICH WILL BE RESTRICTED FOR FUTURE COLLECTIONS ACQUISITION. THE MUSEUM CONTINUED ITS ENERGETIC INTERNSHIP PROGRAM THIS YEAR AND ADDED A WINTER INTERN IN ADDITION TO THE SUMMER INTERNS. INTERNS ARE TYPICALLY COLLEGE STUDENTS MAJORING IN HISTORY, THE ARTS, OR MUSEUM STUDIES. THIS PROGRAM ALLOWS YOUNG PEOPLE TO LEARN THE BASICS OF MUSEUM ADMINISTRATION AND MANAGEMENT, AS WELL AS CONDUCT RESEARCH PROJECTS TO SUPPORT THE LONG-TERM GOALS OF THE MUSEUM.",0,"The summary focuses on historical education, museum activities, and preservation efforts without any mention of religious or faith-based concepts."
The Reach School is a private non-profit alternative middle/senior high school designed to meet the needs of those students who cannot or will not find success in the traditional school organization.,0,The summary focuses on educational services and does not mention any religious or faith-based concepts.
"PINE CONE PILGRIM NEWSLETTER EDUCATES MEMBERS ON SOCIETY'S ACTIVITIES IN FURTHERING THE HISTORICAL KNOWLEDGE. PUB BULLETIN INDICATING NEW MEMBERSHIP, FIN STATUS ETC.",0,The summary focuses on educating members about society's activities and does not mention any religious or faith-based concepts.
"SUMMER RESIDENCY: WATERSHED HOSTS MULTIPLE GROUPS OF 5-17 ARTISTS-IN- RESIDENCE FOR TWO TO THREE WEEKS AND PROVIDES TIME, SPACE, CHEF-PREPARED MEALS, AND STUDIO SUPPORT WHILE THEY EXPLORE IDEAS IN THEIR CREATIVE PRACTICE AND CREATE CONNECTIONS WITH OTHER ARTISTS. FALL RESIDENCY: WATERSHED HOSTS A GROUP OF 8-10 ARTISTS-IN-RESIDENCE FOR FOUR WEEKS AND PROVIDES TIME, SPACE, AND STUDIO SUPPORT WHILE THEY EXPLORE IDEAS IN THEIR CREATIVE PRACTICE AND CREATE CONNECTIONS WITH OTHER ARTISTS. WORKSHOPS/FIRINGS: WATERSHED IS HOME TO SEVERAL DIFFERENT TYPES OF KILNS (WOODS, GAS, RAKU) WHICH ARE RENTED OUT TO LOCAL CERAMIC ARTISTS, MANY OF WHOM WOULD NOT HAVE ACCESS TO ATMOSPHERIC FIRINGS OTHERWISE. EDUCATION: WATERSHED PROVIDES AFFORDABLE SKILL-BUILDING WORKSHOPS TO MAINE K-12 ART EDUCATORS, SO THA THEY ARE ABLE TO TEACH THHOSE SKILLS TO THEIR STUDENTS.",0,"The summary focuses on artistic residencies, workshops, and education without any mention of religious or faith-based concepts."
"PORTLAND LITTLE LEAGUE PROVIDES A SUPERVISED PROGRAM UNDER THE RULES AND REGULATIONS OF LITTLE LEAGUE BASEBALL, INC. WHERE ALL DIRECTORS, OFFICERS, AND MEMBERS SHALL BEAR IN MIND THAT THEY MOLDING OF FUTURE CITIZENS IS OF PRIME IMPORTANCE.",0,"The summary focuses on a supervised baseball program and the importance of molding future citizens, which are secular activities without religious or faith-based motivation."
"FRIENDS OF TOGETHER PLACE IS A HOUSING SUPPORT SERVICE IN BANGOR, MAINE.",0,The summary focuses on a housing support service and does not mention any religious or faith-based concepts.
"PROVIDES A VARIETY OF SERVICES AND ASSISTANCE TO THE GENERAL PUBLIC INCLUDING FREE PREGNANCY TESTING AND LIMITED ULTRASOUNDS FOR PREGNANCY VERIFICATION, PREGNANCY OPTIONS EDUCATION, FREE STD TESTING AND TREATMENT, ABORTION AND MISCARRIAGE RECOVERY GROUPS AND BIBLE STUDIES, PRE-NATAL AND PARENTING CLASSES (FOR PARENTS OF CHILDREN UP TO 3 YEARS), FREE MATERNITY, INFANT, AND TODDLER SUPPLIES, INCLUDING DIAPERS AND WIPES.",1,"The summary mentions 'Bible studies' and provides services that are typically associated with faith-based organizations, emphasizing support and education in a context that includes religious elements."
"Mid Coast Health Services, as the sole member of Mid Coast Hospital and other tax-exempt affiliates, engages in and conducts charitable, educational, and scientific activities, and furthers such activities as may be necessary for the advancement and improvement of health care generally an in the Bath-Brunswick, Maine area in particular. Mid Coast Health Services coordinates the activities of Mid Coast Hospital and other affiliated organizations engaged in health care activities which may include management, the establishment of fiscal policy, long-range planning, public information, and fund-raising for the betterment of the general health.",0,The summary focuses on healthcare activities and does not mention any religious or faith-based concepts.
"LAND AND CONSERVATION EASEMENT ACQUISITION AND STEWARDSHIP TO PERMANENTLY PROTECT LANDS OF SCENIC, NATURAL RESOURCES, WILDLIFE, ECONOMIC AND OPEN SPACE VALUE IN WASHINGTON COUNTY, MAINE.",0,"The summary focuses on land conservation and environmental stewardship, which are secular activities without any mention of religious or faith-based motivations."
"The vision of the Maine Women's Fund is a just and caring society in which women and girls in every community in Maine have access to education, healthcare benefits, employment, and leadership opportunities that enable them to be financially secure. The Fund increases economic security for Maine women and girls and strengthens communities through strategic grants and support to nonprofits and the advancement of women's leadership. Since 1989, the Fund has invested more than $1.6 million in 174 organizations serving tens of thousands of Maine women and girls. It is the only foundation in Maine focused exclusively on advancing women and girls' economic security. The Fund collaborates with hundreds of individuals and organizations to accomplish its work. Increasing women and girls' economic security is the cornerstone of the Fund's mission and its grantmaking. Maine Women's Fund grantees focus their work on four strategic areas that together advance economic security: education and youth development; entrepreneurship and better jobs and wages; financial literacy and asset building; and policy and leadership. The Maine Women's Fund invests in programs and organizations that are focused on creating social change, and not simply service delivery.",0,"The summary focuses on advancing economic security for women and girls through education, healthcare, and leadership opportunities, without any mention of religious or faith-based concepts."
"For the year ended June 30, 2020, we have provided an opportunity for over 2,000 people to experience performing arts in our 117 seat theater, in their classroom or at the Gardiner Waterfront. By presenting world class entertainment, we also drive economic and cultural growth in Central Maine. The COVID-19 pandemic, which brought mandated shutdown of our space and social distancing, severly impacted our ability to provide live performances for our audiences. Rather than shutter our building and wait out the pandemic, we were able to livestream performances from our stage and rebroadcast previously recorded performances to audiences around the world. During the year, Johnson Hall presented artist performances - theater, dance, music, etc. and provided the venue for same. We held over 30 shows in the theater and at Gardiner Waterfront Park through the free summer Waterfront Concert Series in the summer of 2019. In addition, we provide performing arts education over five weeks via summer performing art and dance classes (SPARK) for school aged children. Our Artists in the Schools program brings performing artists into area schools at no cost to the school. Children are exposed to a wide range of artists including magicians, jugglers, comedians and more. For some children in our area, this is their only exposure to live performing arts. The free Summer Waterfront Concert Series provides an opportunity for people from all over the area to enjoy live music at no cost in Gardiner's Waterfront Park. Johnson Hall pays for musicians from a wide range of musical genres to perform. Like Artists in the Schools, this is often the only exposure that attendees have to live musical performances.The next phase in the development of Johnson Hall will be the renovation of the second and third floors that will include a 400 seat theater on the third floor, a second floor lobby and concession area, restrooms and a green room for performers, as well as an ADA compliant elevator for access to the upper floors.",0,"The summary focuses on performing arts, education, and community events without any mention of religious or faith-based concepts."
"Rosscare Nursing Homes, Inc. (RNHI) provides and supports continuing healthcare services for the frail or elderly in need of non acute care. RNHI and First Atlantic Corp are co-owners of six community-based facilities with a total of 512 beds. Ross Manor is a 167-bed facility which experienced 88% occupancy in 2015. Colonial Acres Health Care is an 86-bed facility which experienced 95% occupancy in 2015. Dexter Manor is a 53-bed facility which experienced 81% occupancy in 2015. Stillwater Healthcare, Inc. is a 63-bed facility which experienced 90% occupancy in 2015. Katahdin Healthcare, LLC is a 36-bed facility which experienced 97% occupancy in 2015. Hibbard Skilled Nursing Center is a 107-bed facility which experienced 94% occupancy in 2015.The facilities provided health and educational programs, as well as treatment and housing for the elderly in need of long-term care. Long-term care includes nursing services, dietary, therapeutic, social services, as well as adult day care programs. Services are provided to individuals discharged from area hospitals and to individuals residing in the surrounding communities.",0,The summary focuses on healthcare services for the elderly and does not mention any religious or faith-based concepts.
"Grants to other town non-profit organizations including library, rec. committee, elementary school, historical society, First Baptist Church aid fund.",1,"The summary mentions 'First Baptist Church', indicating a religious organization."
Provide food reimbursement to daycare providers.,0,"The summary focuses on providing food reimbursement to daycare providers, which is a secular activity and does not mention any religious or faith-based concepts."
Providesasourceofenjoymentandcommunityforsingersandofferslivechoralmusictoaudiencesfromseverallocalcommunities.,0,"The summary focuses on providing enjoyment and community through choral music, which is a secular activity."
"BEREAVEMENT PEER SUPPORT: WEEKLY VOLUNTEER LED, PEER SUPPORT GROUPS PROVIDE A SAFE AND SUPPORTIVE ENVIRONMENT IN WHICH YOUNG PEOPLE AND ADULTS WHO HAVE SUFFERED THE DEATH OF SOMEONE CLOSE CAN SHARE THEIR EXPERIENCES AND FEELINGS WITH OTHERS WITH SIMILAR EXPERIENCES. FACILITATED, AGE-APPROPRIATE PEER SUPPORT GROUPS SERVE CHILDREN, TEENS AND PARENTS/CAREGIVERS AT LOCATIONS IN PORTLAND AND SANFORD. ADDITIONAL GROUPS ARE AVAILABLE FOR YOUNG ADULTS, BEREAVED PARENTS, AND BEREAVED SPOUSES AND PARTNERS. LAST YEAR THIS PROGRAM SERVED OVER 350 ADULTS AND CHILDREN PRIMARILY FROM YORK AND CUMBERLAND COUNTIES. WE RESPONDED TO OVER 1,000 CALLS AND REQUESTS FOR SUPPORT AND REFERRALS. TENDER LIVING CARE: THESE PEER SUPPORT PROGRAMS HELP CHILDREN AND TEENS AGES 3-18, YOUNG ADULTS AND PARENTS AND CAREGIVERS COPE WITH THE CHANGES THAT COME WITH A FAMILY MEMBER'S DIAGNOSIS OF A SERIOUS ILLNESS. THE PROGRAM SUPPORTS FAMILIES FROM THE POINT OF DIAGNOSIS AND AT EVERY STEP ALONG THEIR JOURNEY WITH ILLNESS PEER SUPPORT GROUPS, LIMITED HOME AND HOSPITAL VISITING, AND PHONE SUPPORT AND INFORMATION. AGE APPROPRIATE SUPPORT GROUPS MEET WEEKLY AND ARE FACILITATED BY TRAINED VOLUNTEERS. THIS YEAR, THIS PROGRAM SERVED 80 PARTICIPANTS. OUTREACH AND EDUCATION: STAFF AND TRAINED VOLUNTEERS TAKE THEIR KNOWLEDGE AND EXPERTISE OUT TO LOCAL SCHOOLS AND OTHERS WITHIN THE COMMUNITY TO PROVIDE PROFESSIONAL TRAINING, CRISIS SUPPORT AND CONSULTATION ON SUPPORTING GRIEVING CHILDREN AND ADULTS. 500 YOUNG PEOPLE AND 1,600 ADULTS WERE DIRECTLY SERVED THROUGH THESE EFFORTS THIS YEAR. INTERCULTURAL PEER SUPPORT: IN COLLABORATION WITH PORTLAND PUBLIC SCHOOLS, THIS PROGRAM SERVES ELEMENTARY, MIDDLE AND HIGH SCHOOL STUDENTS WHOSE FAMILIES HAVE RESETTLED IN PORTLAND, MAINE FROM COUNTRIES THAT HAVE EXPERIENCED WAR, VIOLENT CONFLICT, AND NATURAL DISASTER. STUDENTS PARTICIPATE IN WEEKLY PEER SUPPORT GROUPS THAT INCLUDE COLLABORATIVE GROUP PROJECTS WITH AN EMPHASIS ON CREATIVE ARTS AND SELF-EXPRESSION. SCHOOL YEAR PROGAMS SERVED 60 CHILDREN AND TEENS IN 2016. AN ADDITIONAL 60 YOUTH WERE SERVED IN A FOUR WEEK SUMMER PROGRAM. THE PROGRAM ALSO FEATURES AN INTERCULTURAL ADVISORY COUNCIL WHICH ENGAGES PARENTS IN PROGRAMMING AND RAISES AWARENESS OF THE UNIQUE GRIEF SUPPORT NEEDS OF REFUGEE AND IMMIGRANT CHILDREN AND FAMILIES.",0,The summary focuses on bereavement support and peer support programs without any mention of religious or faith-based concepts.
"Grantwritingtosecurefundsforvariousprograms.Wereceivedfundingforacommunitygarden,additionalshelving,andcollectiondevelopmentforsciencefictionandaroundthethemeofdiversity.",0,"The summary focuses on grantwriting for community programs, specifically a community garden and library development, which are secular activities."
"THE MAINEHEALTH SYSTEM DEVELOPMENT DIVISION SERVE AS AS CORPORATE SUPPORT INFRASTRUCTURE FOR MAINEHEALTH'S MEMBER ORGANIZATIONS. SYSTEM DEVELOPMENT INCLUDES THE FUNCTIONS OF CORPORATE AFFAIRS, FINANCE, PLANNING, AUDIT & COMPLIANCE SERVICES, LEGAL, MARKETING & COMMUNICATIONS, INFORMATION SYSTEMS, GOVERNMENT & EMPLOYER RELATIONS AND PAYOR CONTRACTING. SYSTEM DEVELOPMENT STAFF ASSISTS MEMBER ORGANIZATIONS IN THE ABOVE FUNCTIONS AND OFTEN AUGMENTS MEMBER ORGANIZATIONS' STAFF TO COMPLETE THESE NECESSARY, AND OTHER REQUIRED, ACTIVITIES. THE SYSTEM DEVELOPMENT BUDGET IS SUPPORTED LARGELY BY DUES ASSESSMENTS TO MAINEHEALTH MEMBER ORGANIZATIONS, PROGRAM INCOME AND OTHER FORMS OF EXPENSE RECOVERY. SEE COMMUNITY BENEFITS REPORT ATTACHED. MAINEHEALTH'S COMMUNITY HEALTH STATUS IMPROVEMENT DIVISION STRIVES TO PROVIDE EVIDENCE BASED, BEST PRACTICE INTERVENTIONS AND RESOURCES TO IMPROVE THE HEALTH STATUS OF THE COMMUNITIES IN ITS SERVICE AREAS AND STATEWIDE. THE FOCUS IS ON WELLNESS, PREVENTION (PRIMARY, SECONDARY AND TERTIARY), TREATMENT AND REHABILITATION/CHRONIC DISEASE. THE DIVISION FOCUSES ON MAJOR RISK FACTORS THAT AFFECT HEALTH STATUS SUCH AS OBESITY (LET'S GO PROGRAM) AND TOBACCO (CENTER FOR TOBACCO INDEPENDENCE); HEALTH STATUS INDEX INITIATIVE; AND CHILD HEALTH PROGRAMS SUCH AS RAISING READERS,IMMUNIZATIONS AND FROM THE FIRST TOOTH. MAINEHEALTH'S CLINICAL INTEGRATION DIVISION WORKS TO SUPPORT THE DELIVERY OF A COORDINATED SYSTEM OF CLINICALLY APPROPRIATE AND COST EFFECTIVE CARE THAT INCLUDES A SEAMLESS CONTINUUM OF SERVICES IN WHICH CARE IS PROVIDED IN THE MOST APPROPRIATE SETTING; THAT INVOLVES CAREGIVERS FROM ALL DISCIPLINES AND SUPPORTS A COLLABORATIVE PRACTICE AMONG CLINICIANS WITHIN AND BETWEEN COMMUNITY HEALTH SYSTEMS; AND THAT IMPROVES HEALTH CARE DELIVERY AND COMMUNITY HEALTH STATUS ACROSS THE SYSTEM. THERE ARE OVER 30 PROGRAMS WHICH SPAN THE CONTINUUM OF CARE AND SEEK TO IMPROVE CARE AND OUTCOMES. PROGRAMS IN AMBULATORY CARE INCLUDE CHRONIC DISEASE, PREVENTIVE HEALTH, ONCOLOGY, MENTAL HEALTH INTEGRATION AND PATIENT CENTERED MEDICAL HOME. PROGRAMS IN INPATIENT CARE INCLUDE A FOCUS ON SURGICAL (CONTINUED ON SCHEDULE O) (CONTINUED FROM PAGE 2 OF 990, LINE 4C) QUALITY IMPROVEMENT, SEPSIS CARE, AMI, INFECTION PREVENTION, HOSPITAL MEDICINE AND PHARMACY AND THERAPEUTICS. WE HAVE PROGRAMS THAT FOCUS ON TRANSITIONS OF CARE SUCH AS EMERGENCY MEDICINE, REDUCING READMISSIONS, PRE-HOSPITAL CARE, HEART FAILURE, AND PALLIATIVE CARE. IN ADDITION THERE ARE PROGRAMS THAT CUT ACROSS THE CONTINUUM SUCH AS TELEHEALTH, ELDER CARE SERVICES, EDUCATION SERVICES, HIGH VALUE HEALTHCARE COLLABORATIVE, AND OTHER PROGRAMS MORE BROADLY FOCUSED ON IMPROVING QUALITY AND VALUE. MAINEHEALTH'S OTHER PROGRAMS INCLUDE ACCESS TO CARE PROGRAMS (CAREPARTNERS AND MEDACCESS);COMMUNITY EDUCATION PROGRAMS (MAINEHEALTH LEARNING RESOURCE CENTERS, NORTHERN NEW ENGLAND POISON CENTER, CANCER RESOURCE CENTER, PARKINSON'S INFORMATION & REFERRAL CENTER AND SHARED DECISION MAKING RESOURCE CENTER) AND SUBSIDIZED HEALTH SERVICES.",0,The summary focuses on healthcare services and community health improvement without any mention of religious or faith-based concepts.
"Networking:Organizing meetings & conferences;Promoting communication &self-sufficiency amoung communities in West/Central Maine (Population150,000).",0,"The summary focuses on organizing meetings and promoting communication and self-sufficiency among communities, which are secular activities."
WEEKLY LANGUAGE CLASSES AND TUTORIALS:THESE ARE OFFERED IN SEVEN DIFFERENT LANGUAGES FOR ALL AGES AND FOR ALL LEVELS AND WERE ENROLLED AS FOLLOWS: FALL 2014:80 STUDENTS; WINTER MINI-TERM: 16 STUDENTS; SPRING 2015: 70 STUDENTS. ENGLISH IMMERSION PROGRAMS:THE SCHOOL ENROLLED 7 STUDENTS FROM AROUND THE GLOBE.,0,"The summary focuses on language classes and educational programs, which are secular activities."
PUBLIC CHURCH,1,"The summary mentions 'church', which is a religious concept."
"FIGURES OF SPEECH THEATER CREATES AND PERFORMS THEATER FOR ADULTS AND CHILDREN INCORPORATING PUPPETRY, DANCE, MUSIC AND ACTING. THE COMPANY CONTRACTS WITH ARTISTS TO PRODUCE WORKS.",0,The summary focuses on theater and performing arts activities without any mention of religious or faith-based concepts.
"THE TRUST HOLDS 1050 ACRES IN SACO, BIDDEFORD, AND BUXTON, MAINE,WHICH ARE MONITORED YEARLY TO PREVENT ENCROACHMENT OR DEGRADATION FROM INAPPROPRIATE USES. FOREST LANDS ARE MANAGED FOR HEALTH AND INCOME. EASEMENTS MAY NEED TO BE DEFENDED TO PREVENT INAPPROPRIATE USES. ADDITIONAL LAND AND EASEMENTS ARE ALSO PURCHASED FOR CONSERVATION.",0,"The summary focuses on land management and conservation activities, which are secular in nature and do not mention any religious or faith-based concepts."
"MMC REALTY WAS FORMED SOLELY FOR THE PURPOSES OF PROMOTING THE LAWFUL INTEREST OF MAINE MEDICAL CENTER (MMC), A NON-PROFIT, 501(C)(3) INSTITUTION (EIN 01-0238552), DULY ORGANIZED AND EXISTING UNDER THE LAWS OF THE STATE OF MAINE, BY ACQUIRING, HOLDING, MANAGING, MAINTAINING, DEVELOPING OR DISPOSING OF REAL PROPERTY FOR THE BENEFIT OF AND IN CONNECTION WITH MMC.",0,The summary focuses on the real estate activities of a nonprofit organization and does not mention any religious or faith-based concepts.
"BASE PROGRAMS - PROVIDE TRAINING, EMPLOYMENT REFERRAL SERVICES, SUPPORT SERVICES, CAREER DEVELOPMENT, TECHNICAL ASSISTANCE FOR WOMEN, MINORITIES, AND DISADVANTAGED WORKERS IN TRADE, TECHNICAL, AND TRANSPORTATION CAREERS IN THE STATE OF MAINE. THIS IS ACCOMPLISHED THROUGH INTRODUCTORY AND INTERMEDIATE LEVEL TRAININGS AND JOB REFERRAL SERVICES. TRAININGS INCLUDE BLUEPRINT READING, CONSTRUCTION MATH, HAND AND POWER TOOLS, CDL, WELDING, RIGGING, JOB READINESS, FINANCIAL LITERACY, MATERIALS HANDLING, AND BASIC SAFETY. EVERY CLIENT HAS A ONE-ON-ONE INTERVIEW AT A LOCATION NEAR THEM TO ASSESS NEEDS AND PROVIDE CAREER DEVELOPMENT SERVICES AND EMPLOYMENT REFERRALS. ON-THE-JOB TRAINING MONITORING - THE ON-THE-JOB TRAINING PROGRAM WHICH PROVIDES TRAINING FOR WOMEN AND MINORITIES ON HIGHWAY AND BRIDGE PROJECTS IN THE STATE OF MAINE THROUGH THE MAINE DEPARTMENT OF TRANSPORTATION. THE OJT CONSULTANT MONITORS OJT REGISTRATION, TRAINING, SUPPORT SERVICES FOR PARTICIPANTS, AND PROVIDES ASSISTANCE TO CONTRACTORS REGARDING THE OJT PARTICIPANT. CORRECTIONS AND SAFETY TRAINING - WOMEN UNLIMITED REASHES OUT TO INCARCERATED INDIVIDUALS WHO ARE INTERESTED IN CAREERS IN THE TRADES, TRANSPORTATION, AND TECHNOLOGY. WE BRING CERTIFIED INSTRUCTORS INTO PRISONS AND JAILS TEACHING CONSTRUCTION MATH, BLUEPRINT READING, OSHA-10 (BASIC SAFETY), HAND AND POWER TOOLS, RIGGING, MATERIALS HANDLING, FINANCIAL LITERACY, AND JOB READINESS SKILLS. ONCE THESE INDIVIDUALS ARE RELEASED FROM THE CORRECTIONAL FACILITY CAREER DEVELOPMENT ASSISTANCE IS GIVEN ALONG WITH JOB REFERRALS.",0,The summary focuses on training and employment services for disadvantaged workers and does not mention any religious or faith-based concepts.
The organization provided affordable housing for 12 low income people with disabilities during the past year in accordance with all requirements and guidelines of Housing and Urban Development.,0,The summary focuses on providing affordable housing and does not mention any religious or faith-based concepts.
CONSTRUCTION OF RESIDENTIAL HOUSING FOR LOW INCOME FAMILIES,0,"The summary focuses on the construction of housing for low-income families, which is a secular activity and does not mention any religious or faith-based concepts."
"EXHIBITS, CLASSES, SPEAKERS, CHILDRENS PROGRAMS AND OTHER EVENT S RELATED TO THE ARTS",0,The summary focuses on arts-related activities and does not mention any religious or faith-based concepts.
"MAINTAINED A FREE LENDING LIBRARY OFFERING A VARIETY OF READING MATERIALS AND STRUCTURED ACTIVITIES TO THE RESIDENTS AND VISITORS OF BIDDEFORD, MAINE. COORDINATED COMMUNITY EVENTS AND SUMMER CONCERT SERIES THAT WOULD OTHERWISE BE DIFFICULT TO ATTAIN IN BIDDEFORD POOL AREA. PROVIDED GRANTS TO SEVERAL LOCAL ORGANIZATIONS AND EDUCATIONAL ASSISTANCE TO INDIVIDUALS",0,"The summary focuses on secular activities such as maintaining a library, coordinating community events, and providing educational assistance, without any mention of religious or faith-based concepts."
PROVIDE TRAINING AND PROMOTE THE EXCHANGE OF INFORMATION AMONG HOUSING AGENCY OFFICIALS. SCHOLARSHIPS TO PROMOTE EDUCATION IN AREAS OF COMMUNITY HOUSING.,0,"The summary focuses on training, information exchange, and education related to community housing, which are secular activities without religious or faith-based motivation."
"CULTIVATED AN UNDERSTANDING OF, AND AN APPRECIATION OF, THE GAME OF SOCCER. EDUCATED AND INSTRUCTED THE YOUTH OF WESTBROOK, ME ON THE IMPORTANCE OF COOPERATION, SPORTSMANSHIP, AND PHYSCIAL EXERCISE. FACILITATED THE DEVELOPMENT OF ITS PLAYERS' PHYSICAL, SOCIAL AND EMOTIONAL CHARACTERISTICS. FOSTERED AN ATTITUDE AND ATMOSPHERE OF FUN FOR ITS PLAYERS, COACHES, AND PARENTS. PROVIDED ITS PLAYERS WITH A VARIETY OF SOCCER-PLAYING OPPORTUNITIES TO ENHANCE SKILL DEVELOPMENT AND THE DEVELOPMENT OF SOUND TECHNICAL HABITS. PROVIDED ITS COACHES WITH ONGOING EDUCATIONAL AND TRAINING OPPORTUNITIES TO IMPROVE INSTRUCTION AND TEACHING. SOUGHT FEEDBACK FROM ITS MEMBERS AND CONTINUED TO WORK TOWARD IMPROVEMENT.",0,"The summary focuses on soccer education and development, emphasizing cooperation, sportsmanship, and skill enhancement without any religious or faith-based elements."
During the reporting year Med Care provided emergency medical response and transportation services to residents in the eleven rural towns that participate in the inter-local agreement,0,"The summary focuses on emergency medical response and transportation services, which are secular activities and do not mention any religious or faith-based concepts."
"MARSHALL POINT LIGHTHOUSE MUSEUM AT PORT CLYDE-BESIDES BEING OPEN FOR THE SUMMER SEASON AND OFFERING AN INSIGHT INTO THE HISTORY OF THE LIGHHOUSE SINCE 1832, IT PROVIDES A GLIMPSE OF THE LOCAL FISHING AND MARITIME ACTIVITIES AND PROVIDES TO LOCAL STUDENTS SEVERAL SCHOLARSHIPS TO FUTHER THEIR EDUCATION. THE OLD LIBRARY MUSEUM IS LOCATED IN TENANTS HARBOR AND SERVES AS HEADQUARTERS FOR THE SOCIETY, OFFERING DISPLAYS DURING TEH SUMMER SEASON PLUS MAINTAINING A WEBSITE AND PROVIDING MONTHLY NEWSLETTERS. DURING THE SUMMER SEASON THE SOCIETY ALSO DOES MONTHLY PROGRAMS THAT INCLUDE XOOM MEETINGS AND WALKING TOURS OF CEMETERIES AND VILLAGES. TO PRESERVE AND PROTECT THE PROPERTY KNOWN AS THE ANDREW ROBINSON HOMESTEAD, HOLDING OPEN HOUSES AND SPECIAL EVENTS. TO PRESERVE, PROTECT AND SHARE WITH THE PUBLIC THE PROPERTY KNOWN AS THE SCHOOLHOUSE MUSEUM, OPEN A FEW DAYS DURING THE SUMMER AND BY APPOINTMENT. MOST NOTABLY HOSTING VISITS FROM THE NEARBY SCHOOL.",0,"The summary focuses on historical and educational activities related to a museum and local community events, with no mention of religious or faith-based concepts."
"THE EASTPORT GALLERY HOSTS PUBLIC SHOWS OF LOCAL ARTISTS, OFFERS PUBLIC TALKS BY INDIVIDUAL ARTISTS, AND HAS A GALLERY OPEN TO THE PUBLIC. PERFORMANCES & EVENTS TAKE PLACE ON A REGULAR BASIS THROUGHOUT THE YEAR. THIS INCLUDES CONCERTS, THEATER PRODUCTIONS, DANCING, FILM PRESENTATIONS, WORKSHOPS, LECTURES & DISCUSSIONS, ETC. THE EDUCATION & OUTREACH PROGRAM INCLUDES ALL ARTS-RELATED EDUCATION AND OUTREACH. THESE INCLUDE ART CLASSES FOR CHILDREN AND ADULTS AT EASTPORT ARTS CENTER AS WELL AS ART CLASSES AND EVENTS IN THE LOCAL SCHOOLS. TO STIMULATE AND NURTURE AN APPRECIATION OF THE VISUAL AND PERFORMING ARTS AND THE CREATIVE PROCESS.",0,The summary focuses on arts-related activities and education without any mention of religious or faith-based concepts.
"LIBRARY AND READING PROGRAMS FOR APPROX 3,757 TRANSACTIONS AND FOR A COMMUNITY OF 2,700 POPULATION.",0,"The summary focuses on library and reading programs, which are secular activities and do not mention any religious or faith-based concepts."
THE ORGANIZATIONS PURPOSE IS TO RESTORE PROTECT AND PRESERVE THE WATER QUALITY AND FRAGILE ECOSYSTEM OF LITTLE SEBAGO LAKE,0,The summary focuses on environmental protection and does not mention any religious or faith-based concepts.
