mission,label,reason
restoration and preservation of antique farm equipment and implements to educate the public for the purpose of keeping valuable farming heritage alive,0,"The mission focuses on the restoration and preservation of antique farm equipment for educational purposes, which is a secular activity."
to operate a little league baseball organization for the benefit of the areas youth,0,"The mission focuses on operating a baseball organization for youth, which is a secular activity and does not mention any religious or faith-based concepts."
the organization provides much needed services and community interaction among the seniors of the wells/ogunquit area of southern maine regardless of sex race religion creed or ability to pay,0,The mission focuses on providing services and community interaction for seniors without any religious or faith-based motivation.
nama's purpose is to restore and enhance an enduring marine,0,"The mission focuses on marine restoration and enhancement, which is a secular activity and does not mention any religious or faith-based concepts."
education and support for people with parkinson's,0,"The mission focuses on education and support for individuals with Parkinson's, which is a secular activity and does not mention any religious or faith-based concepts."
education information and protection,0,"The mission focuses on education and protection, which are secular activities and do not indicate a religious motivation."
the corporation is organized exclusively as a supporting organization for the benefit of to perform the functions of and to carry out the purposes of maine community foundation inc an existing maine non-profit corporation recognized as a 501(c)(3) under irs code,0,The mission focuses on supporting a community foundation and does not mention any religious or faith-based activities.
support of public education,0,The mission focuses on secular activities related to education and does not mention any religious or faith-based concepts.
general exempt purpose of organization,0,The mission is vague and does not indicate any religious or faith-based activities.
team adventure's mission is to motivate young people and people of all ages through our ocean adventures whether it's sailing around the world or fulfilling a dream the lessons of our adventures teach self-reliance confidence teamwork and awareness of our global marine environment our goal is to inspire people to dream big and pursue their dreams to the fullest,0,"The mission focuses on motivating individuals through ocean adventures and personal development, with no mention of religious or faith-based concepts."
educational support,0,"The mission focuses on educational support, which is a secular activity and does not indicate any religious motivation."
to provide the best possible education for people who want to design and build functional beautiful expressive work out of wood to the highest standard of craftsmanship,0,"The mission focuses on providing education in woodworking and craftsmanship, which is a secular activity."
to develop shared cost effective programs that provide opportunities for enhanced learning,0,The mission focuses on educational opportunities and does not mention any religious or faith-based concepts.
environment northeast addresses large-scale environmental challenges that threaten regional ecosystems human health or the management of significant natural resources we use policy analysis collaborative problem solving and advocacy to advance the environmental and economic sustainability of the northeastern united states and eastern canada,0,"The mission focuses on environmental challenges and sustainability, which are secular activities and do not mention any religious or faith-based concepts."
providing figure skating instruction certification and ice rental time to members,0,"The mission focuses on figure skating instruction and ice rental, which are secular activities."
lifeflight provides critical care and specialized medical transport by air and ground ambulances to the entire state of maine and under mutual aid to hospitals and ems agencies in new hampshire vermont and massachusettslifeflight is licensed by the state of maine and is accredited by the commission for the accreditation of medical transport systems and is a member of the association of critical care transport,0,The mission focuses on providing medical transport services and does not mention any religious or faith-based concepts.
promote and enhance the quality and capacity of osteopathic medical education in the northeast,0,The mission focuses on healthcare education and does not mention any religious or faith-based concepts.
the sharing foundation's mission is to help meet the physical emotional educational and medical needs of orphaned and seriously disadvantaged children in cambodia the goal is to prevent some of the problems of poverty by developing in consultation with cambodian community leaders programs to improve the health and welfare of children and their families,0,"The mission focuses on meeting the physical, emotional, educational, and medical needs of children, which is a secular activity and does not mention any religious concepts."
provide food assistance for needy persons,1,"The mission emphasizes community betterment and serving the needy, which is typical of faith-based charities."
the mission of the maine mep is to facilitate economic development in maine by providing needed services to maine's small and medium manufacturing enterprises,0,"The mission focuses on economic development and services for manufacturing enterprises, which are secular activities."
present lecture series,0,"The mission focuses on providing educational content through lectures, which is a secular activity."
poptech's mission is to accelerate the positive impact of world-changing people projects and ideas founded in 1996 by bob metcalfe (inventor ethernet) and john sculley (apple pepsi) poptech originally provided a forum to critically debate the impact of technology on society today the organization encompasses a much broader mission to explore and act on a portfolio of initiatives focused on advancing progress on social justice peace and security global health and income equity the organization is supported by a diverse network of individuals and organizations that include nobel laureates progressive politicians inventors artists fortune 100 companies philanthropists as well as 180 alumni of the poptech social innovation and science fellows program all have one thing in common a passionate interest in solving challenges confronting humanity central to poptech's mission is a belief in the power of networked collaboration as a tool for social change we consistently leve,0,"The mission focuses on social justice, health, and collaboration without any religious or faith-based language."
preservation of safe and groomed trails to promote recreational acctivities as well as a means to rescue people in need of rescue,0,"The mission focuses on recreational activities and safety, with no mention of religious or faith-based concepts."
sponsorship of community and youth programs,0,The mission focuses on community and youth programs without any religious or faith-based language.
train youth hockey participants how to play hockey following usa hockey adm teaching model educate adult coaches to help run programs training included games and practices for all levels and competitive tournaments,0,"The mission focuses on training youth in hockey and coaching, which are secular activities."
preaching the word individual christian counseling prison ministry weekly church meetings,1,"The mission mentions preaching, Christian counseling, and church meetings, indicating a religious focus."
the aroostook council to prevent child abuse is a volunteer community organization committed to strengthening families in aroostook county by providing and advocating for education and support,0,"The mission focuses on preventing child abuse and strengthening families through education and support, which are secular activities."
the foundation operates a residential summer camp for boys located in weld maine the foundation is supported primarily through camper tuition and charitable donations,0,"The mission focuses on operating a residential summer camp, which is a secular activity and does not mention any religious or faith-based motivations."
to operate and maintain the historic center theatre building in downtown dover-foxcroft maine as a performing arts center that will provide cultural education entertainment and enrichment for the people who live in work in and visit piscataquis county,0,"The mission focuses on operating a performing arts center and providing cultural education, which are secular activities."
care for disabled,0,The mission focuses on a secular activity related to care for disabled individuals and does not mention any religious or faith-based concepts.
teach & provide cross country skiing facilities,0,"The mission focuses on providing skiing facilities, which is a secular activity and does not mention any religious or faith-based concepts."
the smcc foundation's purposes are to promote encourage and support financial and otherwise all educational activities at smcc,0,The mission focuses on promoting educational activities and does not mention any religious or faith-based concepts.
to raise charitable scholarships for students with disabilities who participate at carlisle academy integrative equine therapy & sports,0,The mission focuses on providing scholarships for students with disabilities and does not mention any religious or faith-based concepts.
to promote development and leadership through adventure healthy communities and living sustainably,0,"The mission focuses on development, leadership, and sustainability, which are secular activities and do not indicate a religious motivation."
religious broadcasting,1,"The mission mentions 'religious', indicating a faith-based focus."
assisted living for elderly,0,"The mission focuses on providing assisted living services, which is a secular activity and does not mention any religious or faith-based concepts."
our misssion is to extend a helping hand to individuals and families (in the towns of kennebunk kennebunkport and arundel maine) who face challenges with food fuel or special needs emergencies,0,"The mission focuses on providing assistance with food and emergencies, which are secular activities and do not indicate a religious motivation."
dress for success promotes the economic independence of disadvantaged women by providing professional attire support and career development tools to help women thrive in work and in life,0,"The mission focuses on economic independence and career development for disadvantaged women, which are secular activities."
promoting economic development and generating jobs in piscataquis county maine,0,"The mission focuses on economic development and job generation, which are secular activities."
granting scholarships,0,"The mission focuses on providing scholarships, which is a secular activity and does not indicate any religious or faith-based motivation."
the ecology school inspires stewardship of and connection to the natural world through experiential learning in ecology conservation farming and sustainability,0,"The mission focuses on environmental education and sustainability, which are secular activities."
to provide supportive housing to the elderly in central maine,0,"The mission focuses on providing supportive housing, which is a secular activity and does not indicate a religious motivation."
organized to benefit and further the exempt purposes of phillips-strickland house corporation a maine nonprofit corporation exempt from federal income tax under section 501(c)(3) of the internal revenue code,0,The mission focuses on organizational and tax-exempt purposes without any mention of religious or faith-based activities.
promote the scientific research,0,"The mission focuses on scientific research, which is a secular activity and does not indicate any religious or faith-based motivation."
promote soccer for ages 4-19 in windham maine,0,"The mission focuses on promoting soccer, which is a secular activity and does not mention any religious or faith-based concepts."
the principal purpose of the mitchell institute is to provide scholarships and other support to maine students pursuing higher education because of our organization's desire to understand and remove barriers to college for maine students a related purpose is to engage in research on these issues,0,"The mission focuses on providing scholarships and support for education, which is a secular activity and does not mention any religious or faith-based concepts."
the foundation manages investment property for the bangor christian schools,1,"The mission mentions 'christian schools', indicating a religious affiliation."
to provide elderly or disabled persons with housing facilities and services specially designed to meet their physical social and psychological needs and to promote their health security happiness and usefulness in longer living,0,"The mission focuses on providing housing and services for elderly or disabled persons, which is a secular activity and does not mention any religious or faith-based concepts."
provide residential services 365 days/year,0,"The mission focuses on providing residential services, which is a secular activity and does not indicate any religious motivation."
to promote awareness of and carry on educational activities relating to cancer its prevention and treatment and its effects on those who contract it; to promote and support scientific research concerning cancer its prevention and treatment and its effect on those who contract it; and to make distributions of the funds to organizations qualifying as exempt organization under section 501c(3),0,"The mission focuses on educational activities and scientific research related to cancer, which are secular in nature."
the purpose is to promote the vision of an off-road greenway connecting casco bay at bug light state park in south portland maine with kittery maine,0,"The mission focuses on promoting an off-road greenway, which is a secular activity related to environmental and recreational development."
childcare is provided before & after school entertainment and care for children outside of school hours by providing breakfast and snacks as well as toys books and games,0,"The mission focuses on providing childcare and entertainment for children, which is a secular activity."
to support the presence of a dental office in kennebec county to provide dental care to individuals covered under medicaid or who are poor and unable to pay,0,"The mission focuses on providing dental care to individuals in need, which is a secular activity and does not mention any religious or faith-based motivation."
temple stream theater association is a rural arts organization based in temple the temple stream theater has converted an 1830's church into a theater where there are presentations of home made puppet shows on history and current events and host throughout the year a number of internationally acclaimed groups the temple stream theater association shows are for kids and adults the temple stream theater travels occasionally and is available for performances and workshops,0,The mission focuses on arts and theater activities without a clear religious or faith-based motivation.
youth camp,0,The mission is too vague and does not indicate any religious or faith-based activities.
to promote economic health to the region,0,"The mission focuses on economic health, which is a secular activity and does not mention any religious or faith-based concepts."
maine behavioral healthcare will provide a seamless and compassionate continuum of care through a community of providers collaborating to promote recovery and the overall mental and physical well-being of those we are privileged to serve,0,"The mission focuses on mental and physical well-being and healthcare, which are secular activities without religious motivation."
spring harbor community services delivers high-quality mental health program development management and consulting services that promote treatment as close to home as possible,0,"The mission focuses on mental health program development and consulting services, which are secular activities."
fair tide's mission is to reduce homelessness by providing housing and support services to individuals and families in the seacoast through fair tide's permanent housing program homeless households benefit from intensive case management services coupled with a safe and stable place to live fair tide also operates a thrift store which provides revenue for the programming and a valuable resource for the local community,0,"The mission focuses on reducing homelessness and providing housing and support services, which are secular activities without religious or faith-based motivation."
cmu provided training competition to several premier and travel teams they played both local statewide and out of state soccer tournaments many youths were served and benefited by this one service that we provide,0,"The mission focuses on providing training and competition in soccer, which is a secular activity."
to continue to raise money to help support the town library,0,"The mission focuses on supporting a town library, which is a secular activity."
all grants and contributions support the presentation of 8 days of a range of music offered to an international public of music lovers of all ages in tuscany italy each venue hosts between 200 and 450 people the festival offers an opportunity for fine musicians and appreciative audiences to enjoy the best in musical repertoire and performance,0,The mission focuses on presenting music to an international audience and does not mention any religious or faith-based concepts.
harbor schools of maine inc is a not-for-profit child welfare agency dedicated to providing an integrated continuum of quality strength-based therapeutic residential and community services to children and families in crisis our purpose is to help children and their families achieve their greatest potential by offering a range of quality services that allow us to tailor treatment programs to each individual need our therapeutic facilities offer intensive integrated treatment psychiatric services in affiliation with acadia hospital and an open therapeutic environment our programs are rich in recreational activities nurturance and supportive structure to help the most at-risk youth move back to their families less restrictive settings foster homes or independent living and become productive healthy members of our communities our goal is to enable children and their families to rebuild cooperative and caring relationships at home and in the community,0,The mission focuses on child welfare and therapeutic services without any religious or faith-based language.
annual maine jewish film festival,0,"The mission focuses on a film festival, which is a secular activity and does not indicate a religious or faith-based motivation."
art integration in the classroom and artist residency program,0,"The mission focuses on art integration and education, which are secular activities."
in 2010 critical ceramics continued to educate the public on the ceramic arts and artists through a website of international readers,0,"The mission focuses on educating the public about ceramic arts, which is a secular activity and does not mention any religious or faith-based concepts."
"""""acadia skating association inc was founded in order to promote ice skating ice skating sports and to develop a community ice skating arena to provide a recreational public skating facility for the regional community""""",0,"The mission focuses on promoting ice skating and developing a recreational facility, which are secular activities."
to advance the public interest in and understanding of the performing and visual arts to provide a forum for regional and national artists to expose their work and to offer workshops classes and seminars to the public,0,"The mission focuses on promoting the performing and visual arts, which is a secular activity."
distributions of money for support of community projects and for the needy,0,The mission focuses on community projects and support for the needy without any religious or faith-based language.
to manage a race car tour,0,"The mission focuses on managing a race car tour, which is a secular activity and does not mention any religious or faith-based concepts."
to provide financial assistance to residents of the highlands retirement community in topsham me who are unable to pay some or all of the charges for housing and healthcare provided at such facility,0,"The mission focuses on providing financial assistance for housing and healthcare, which are secular activities."
operate an independent and permanent children's museum open to the public to educate children and families encourage creativity nurture a sense of wonder and to challenge all to learn in new and innovative ways exhibits and programs will be fun interactive and thought provoking and will encourage participation by children and families of all abilities and socioeconomic backgrounds,0,"The mission focuses on education, creativity, and inclusivity without any religious or faith-based elements."
emhsa supporting organization for healthcare affiliates maintains and improves the health and well-being of the people of maine through a well-organized network of local health care providers who together offer high quality cost-effective services to their communities,0,The mission focuses on healthcare services and community well-being without any religious or faith-based references.
encourage self-sufficiency nationally and internationally,0,The mission focuses on self-sufficiency without any religious or faith-based language.
to create healthy productive and environmentally sustainable indoor environments through education communications and advocacy,0,"The mission focuses on creating healthy and sustainable environments through education and advocacy, which are secular activities."
to facilitate electric retail competition in northern maine by administering the electric transmission system and electric power markets,0,"The mission focuses on facilitating electric retail competition and managing the electric transmission system, which are secular activities."
our mission is to support educational excellence in our community by sponsoring art literacy and enrichment opportunities at the vinalhaven school by assisting with the development of school facilities and by supporting future aspirations by funding scholarship programs,0,"The mission focuses on educational excellence and art literacy, which are secular activities."
building on a solid foundation and mindful of the vision of our founding women we at howell house strive to build an environment where residents feel safe happy and cared for,0,"The mission focuses on creating a safe and caring environment for residents, which is a secular activity and does not mention any religious concepts."
education of elementary and junior high students,0,"The mission focuses on education, which is a secular activity and does not indicate any religious motivation."
to educate its members and the general public regarding the safe and responsible use of all terrain vehicles to share information between clubs individuals and the general public to open up lands for more trails to ride on to tread lightly and to encourage the use of atvs and establishment of atv trails in a manner that will result in a minimum effect on the environment,0,"The mission focuses on educating the public about the use of all terrain vehicles and environmental considerations, which are secular activities."
conservation & protection of wildlife,0,"The mission focuses on wildlife conservation, which is a secular activity and does not mention any religious or faith-based concepts."
private school for grades k-12,0,"The mission focuses on providing education in a private school setting, which is a secular activity."
maine farmland trust protects farmland supports farmers and advances the future of farming,0,"The mission focuses on protecting farmland and supporting farmers, which are secular activities related to agriculture and environmental sustainability."
to provide homebuyer education and assistance to new potential homebuyers,0,"The mission focuses on providing education and assistance related to homebuying, which is a secular activity."
field hockey tournaments,0,The mission focuses on sports activities and does not mention any religious or faith-based concepts.
circus art performances for school age children,0,"The mission focuses on circus art performances for children, which is a secular activity."
renovation of the norway maine opera house,0,"The mission focuses on the renovation of an opera house, which is a secular activity related to the arts."
provide school age child care,0,"The mission focuses on providing child care, which is a secular activity and does not indicate any religious motivation."
to provide food to families in need,1,"The mission emphasizes serving families in need, which aligns with community betterment and compassion typical of faith-based charities."
the organization's mission is to provide a community arts center dedicated to the presentation of quality programs and the preservation of the historic boothbay harbor opera house for the enrichment of the community,0,"The mission focuses on community arts and preservation, which are secular activities."
providing access to the arts design and creative collaborations for all ages and abilities throughout the belfast and montville communities in waldo county maine,0,"The mission focuses on access to the arts and creative collaborations, which are secular activities."
we provide access to health and wellness services for low-income uninsured or under-insured members of our community using both staff and volunteers we deliver primary medical care dental hygiene restorative dental services prescription assistance and counseling/wellness services estimated value of client services = $1943972 estimated value of volunteer services and other support = $570432,0,The mission focuses on providing health and wellness services and does not mention any religious or faith-based concepts.
low rate services for public housing authorities,0,"The mission focuses on providing services for public housing authorities, which is a secular activity."
to support youth cross-country skiing in cape elizabeth maine,0,"The mission focuses on supporting youth cross-country skiing, which is a secular activity and does not mention any religious or faith-based motivation."
avian haven is a nonprofit wild bird rehabilitation center dedicated to the return of injured and orphaned wild birds of all species to their natural roles in the wild,0,The mission focuses on wildlife rehabilitation and does not mention any religious or faith-based concepts.
the upper valley economic council (uvec) is an organization of community and business leaders in sherman and stacyville we are here to provide start-up expansion and relocation assistance to the business community and to assist of the municipalities of stacyville & sherman with funding resources for their communities and organizations,0,The mission focuses on economic development and business assistance without any religious or faith-based elements.
provide organized football program to falmouth residents in grades 1 through 12 a total of 185 children participated falmouth football boosters provides coaching player equipment field equipment and uniforms,0,The mission focuses on providing a sports program and does not mention any religious or faith-based elements.
property held by the trust fbo colby college,0,"The mission focuses on property management for a college, which is a secular activity."
the mission of the cobscook bay resource center is to encourage and stengthen community-based approaches to resource management and sustainable economic development of the cobscook bay region the bay of fundy and the gulf of maine,0,"The mission focuses on community-based resource management and sustainable economic development, which are secular activities."
the institute through a public and private partnership shall encourage promote stimulate and support research and development activity leading to the commercialization of new products and services in maine's technology-intensive industrial sectors to enhance the competitive position of those sectors and increase the likelihood that one or more of the sectors will support clusters of industrial activity and to create new jobs for maine people the institute is one element of maine's economic development strategy and will contribute to the long-term development of a statewide research development and product deployment infrastructure,0,"The mission focuses on economic development, research, and job creation without any religious or faith-based elements."
to foster industrial growth and public acceptance of hydrogen as a renewable energy through education advocacy and technology demonstration and to encourage promote stimulate and support the commercialization of new renewable resources based hydrogen products and services in the high technology sector of maine's economy,0,"The mission focuses on industrial growth and renewable energy, which are secular activities and do not mention any religious or faith-based concepts."
to coordinate promote and support the jewish philanthropic benevolent educational and communal activities in southern maine to foster develop and encourage agencies as will best promote the welfare of this community,1,"The mission mentions philanthropic and communal activities related to Jewish welfare, indicating a religious context."
provide primary and specialty physician services to penobscot bay medical center,0,The mission focuses on providing healthcare services and does not mention any religious or faith-based concepts.
the institute for humane education envisions a world in which people live humanely sustainably and peaceably to create this change ihe trains people to be humane educators advances the field of humane education and provides tools and inspiration for living an examined meaningful life,0,The mission focuses on humane education and sustainable living without any religious or faith-based references.
the organization provides employment opportunities to individuals who are disabled,0,"The mission focuses on providing employment opportunities for individuals with disabilities, which is a secular activity."
preserve open space for recreational use by the public,0,"The mission focuses on preserving open space for recreational use, which is a secular activity and does not mention any religious or faith-based concepts."
rescue homeless cats,0,"The mission focuses on rescuing homeless cats, which is a secular activity related to animal welfare."
provide affordable housing suited to the special needs and requirements of eligible occupants as determined by the us department of hud,0,The mission focuses on providing affordable housing and does not mention any religious or faith-based concepts.
provide affordable housing suited to the special needs and requirements of eligible occupants as determined by the us department of hud,0,The mission focuses on providing affordable housing and does not mention any religious or faith-based concepts.
health education and rescue,0,"The mission focuses on health education and rescue, which are secular activities and do not indicate a religious motivation."
the mission of the land conservation assistance network (landcan) is to support and develop innovative conservation programs to strengthen and sustain rural communities economies and green businesses and to support private sector conservation initiatives,0,"The mission focuses on land conservation and economic support for rural communities, which are secular activities."
to establish and conduct a community center for the use and enjoyment of the citizens of georgetown and others,0,"The mission focuses on establishing a community center for general use and enjoyment, without any religious or faith-based elements."
low income housing for persons with special needs and living requirements,0,"The mission focuses on providing housing for individuals with special needs, which is a secular activity and does not mention any religious or faith-based concepts."
promote intercultural education training and research,0,"The mission focuses on intercultural education, which is a secular activity and does not indicate any religious motivation."
raise awareness and educate regarding the effects of genetics on health,0,"The mission focuses on education and health, which are secular activities and does not mention any religious or faith-based concepts."
july 4th celebration,0,The mission focuses on a secular event (July 4th celebration) and does not mention any religious or faith-based concepts.
to serve our families by inspiring academic excellence and equipping students with the biblical understanding necessary to evaluate and transform their world for gods glory,1,"The mission mentions 'biblical understanding' and 'for God's glory', indicating a religious focus."
the mission of the new england rural health roundtable is to improve the health and well-being of communities throughout new england this mission is accomplished through education and advocacy efforts that improve healthcare in our region,0,"The mission focuses on improving health and well-being through education and advocacy, which are secular activities."
to bring together various artists and community members to develop an arts center providing year round cultural events and activies that hold value for residents of our community,0,"The mission focuses on developing an arts center and cultural events, which are secular activities."
our mission is to: improve our affiliates' research infrastructure in areas of mutual interest to nasa and the state of maine; encourage more students to consider careers in fields of science technology engineering and mathematics (stem); and enhance nasa's presence throughout the state of maine,0,"The mission focuses on improving research infrastructure and encouraging STEM careers, which are secular activities."
provide housing for individuals who are elderly or have disabilities,0,"The mission focuses on providing housing for elderly individuals or those with disabilities, which is a secular activity."
"the mission of safe passage is """"to empower the poorest at-risk children of families working in the community of the guatemala city garbage dump by creating opportunities and fostering dignity through the power of education""""",0,The mission focuses on empowering at-risk children through education and does not mention any religious or faith-based concepts.
to conserve and protect atlantic salmon its habitat and to engage in such activities as will further the purpose of conserving important river and/or scenic resources in eastern maine,0,The mission focuses on environmental conservation and does not mention any religious or faith-based concepts.
provide support to pregnant women,0,"The mission focuses on providing support to pregnant women, which is a secular activity and does not mention any religious or faith-based concepts."
to operate a 22 unit low income housing development in orono me which provides decent safe and sanitary housing to the elderly and/or disabled the development is subsidized by usda rural development as to its mortgage and rental income,0,The mission focuses on providing low-income housing and does not mention any religious or faith-based concepts.
portland rugby football's mission is to foster and promote the sport of rugby in maine new england and the united states by fielding competitive women's+ men's youth and high school teams in local regional national and international competition; supporting youth developmental rugby programs; and any other activities that may further our mission,0,"The mission focuses on promoting the sport of rugby and supporting youth programs, which are secular activities."
providing education to maine youth and adults to be effective and caring citizens of the earth through affordable environmental education,0,"The mission focuses on providing education and environmental awareness, which are secular activities."
educational programming for girls,0,"The mission focuses on educational programming, which is a secular activity and does not mention any religious or faith-based concepts."
the organization's mission is to serve its students their families and their sending school districts through well coordinated educational clinical and consultation services,0,The mission focuses on educational and clinical services without any religious or faith-based language.
to enrich the cultural life of midcoast maine by producing musical concerts of the highest artistic level,0,"The mission focuses on cultural enrichment through music, which is a secular activity."
operation of a housing complex that provides residential services to adults with disabilities,0,"The mission focuses on providing residential services to adults with disabilities, which is a secular activity."
syntiro provides quality learning opportunities which celebrate support and connect all members of the learning community they provide a wide variety of technical assistance support and professional development focused on all learners,0,"The mission focuses on providing learning opportunities and professional development, which are secular activities."
to enrich the intellectual artistic and professional lives of enrolled students and presently employed faculty and administrators in the boothbay region school system - csd 3 which includes the eddy school in edgecomb and the southport elementary school,0,"The mission focuses on enriching the intellectual and artistic lives of students and faculty, which is a secular educational objective."
the children's center provides early child care and education in a vibrant learning community that emphasizes personal development social relationships and family involvement in order to establish a foundation for lifelong learning,0,The mission focuses on early child care and education without any religious or faith-based elements.
restoration and preservation of fort gorges and ensuring access to facilitate its educational and cultural potential,0,"The mission focuses on restoration, preservation, and educational and cultural potential, which are secular activities."
to provide quality community-based services that are timely and effective in promoting the health and well being of individuals and their families,0,The mission focuses on providing community-based health services without any religious or faith-based language.
to conserve protect restore and enhance the scarborough marsh and educate the public about it,0,"The mission focuses on environmental conservation and education, which are secular activities."
the purpose of the northeast harbor sailing school is to teach the amateur sport of sailing,0,The mission focuses on teaching a sport and does not mention any religious or faith-based concepts.
the organization is committed to helping children develop healthy lifelong habits through fun outdoor winter activities,0,"The mission focuses on helping children develop healthy habits through outdoor activities, which is a secular objective."
alleviating poverty through grants to non-profit organizations improving community life through grants to local non-profit organizations,0,"The mission focuses on alleviating poverty and improving community life through grants, which are secular activities without religious motivation."
to engage in and facilitate collaborative research and projects with lobstermen scientists agencies and resource managers promoting the health and sustainability of the american lobster fishery within the gulf of maine ecosystem,0,"The mission focuses on collaborative research and sustainability of the lobster fishery, which is a secular activity."
we assist county businesses and local governments in accessing economic assistance grants and loans for job growth and retention promote economic development to 400+/- clients,0,"The mission focuses on economic assistance and development, which are secular activities."
friends of baxter state park strives to inspire passion for the park's wild character in the spirit of percival baxter we promote exemplary use natural resource stewardship and a healthy katahdin region to ensure the park forever remains a refuge,0,"The mission focuses on environmental stewardship and promoting the park, with no religious or faith-based elements."
to promote youth hockey,0,The mission focuses on a secular activity (youth hockey) and does not mention any religious or faith-based concepts.
"""""the mission of the franco center is to celebrate and preserve franco-american heritage while welcoming the cultures of our neighbors""""",0,The mission focuses on celebrating and preserving cultural heritage without any religious or faith-based references.
to provide a variety of training courses not otherwise readily available in the eastern maine area to individuals and organizations,0,"The mission focuses on providing training courses, which is a secular activity and does not mention any religious or faith-based concepts."
unity foundation is a supporting organization for two public charities in addition unity foundation supports youth education environment arts and community development activities services and programs,0,"The mission focuses on youth education, environment, arts, and community development, which are secular activities without religious motivation."
our mission is to recognize and reward maine high school seniors of exceptional character since 2001 we have awarded over 90 educational scholarships totaling in excess of $325000 our scholarships are awarded based on an applicant's character we do not consider academic achievement athletic prowess musical ability artistic talent or financial need four aspects of student's character are considered when making an award courage: persisting through difficulty distress or fear in order to achieve something important integrity: being truthful and trustworthy to oneself and others responsibility: conveying an attitude of commitment and conviction concern: demonstrating compassion and caring attitude towards others and helping them achieve their best mainely character awarded eleven $5000 scholarships in 2023 and will award twelve $5000 scholarships in 2024 some scholarship payments are deferred to subsequent semesters at the request of scholarship recipients,0,The mission focuses on recognizing and rewarding high school seniors based on character traits and does not mention any religious or faith-based concepts.
maine huts trails benefits the local community in many ways for example maintaining a non-motorized trail system free to the public year-round offering diverse educational opportunities for students from maine and beyond protecting fragile natural habitats from potentially destructive development and ensuring low-impact access to nature,0,"The mission focuses on environmental protection, education, and community access to nature, which are secular activities."
supporting athletes of massabesic jr & sr high school,0,"The mission focuses on supporting athletes in a school setting, which is a secular activity."
improve opportunities for maine students to achieve educational success by promoting innovative public school options - such as charter schools - that provide affordable high-quality choices to best meet individual learning needs,0,"The mission focuses on educational success and promoting public school options, which are secular activities."
saco river community television has been created to facilitate the exchange of information and to showcase the creative abilities of people in the surrounding area,0,"The mission focuses on facilitating information exchange and showcasing creativity, which are secular activities."
a outdoor-based mentoring program that helps young people discover and develop their inherent strengths to promote personal growth through long-term relationships experiential programming a network of community supports and trains others to do the same,0,The mission focuses on mentoring and personal growth without any religious or faith-based language.
mcsf mission is to increase the educational opportunities and increase the parental involvement for the children of low income families,0,"The mission focuses on educational opportunities and parental involvement, which are secular activities."
